0,1,2,3,4,5,6,7,8,9
0.31710503,-0.030454352,-0.33645034,-1.2699662,-0.45588562,-0.5421998,1.0102669,1.0280561,-0.83059466,0.34831968
0.53493,-0.67510337,-0.6685455,-1.6104112,-0.9082664,0.28629953,1.1651434,1.0372603,-0.5051105,-0.8773223
0.91698056,0.10069077,-0.3543833,0.45759532,0.92264026,-0.9412342,1.3060608,0.91687727,-0.27827674,-0.47543594
0.47960535,0.3953948,0.41576362,-0.09821271,0.78865856,-1.0189345,1.0992244,-0.5469963,0.49098104,-0.38335535
0.38312632,0.80121565,-0.46401587,-1.7253153,-0.06096243,-1.1826599,1.4094205,0.61185586,0.2353121,0.38783664
-0.6935416,0.41412818,0.13386005,-0.73237604,1.3049364,-0.766173,0.82453173,0.46367186,-0.9059757,-0.20888263
0.8344117,-0.71432257,-0.60809875,-1.5958915,0.14585745,-0.10190772,0.9475872,0.9445375,1.6636727,-0.07712662
-0.10742178,-0.6631609,-0.74916154,-0.5569087,1.2375127,-1.2338305,1.2097923,0.40372276,-0.4827975,0.021298118
1.0739757,0.6865408,0.22272533,-0.76093614,0.23094726,-0.2100251,0.5945907,0.399166,-0.5324022,-0.00090554357
0.7026978,0.8791505,-0.072617516,0.093088016,1.682407,-0.8666486,1.0939302,1.0180178,0.21029747,-0.5133079
0.46823052,-1.4319091,-0.13059615,-1.1022274,1.2587674,0.0030803252,1.1290835,-0.019897074,0.32969046,-0.6645814
0.6307158,0.5762712,-0.7640609,-0.6612854,-0.7763352,-0.83642584,-0.8901547,1.5684865,0.50422376,-0.08038828
-0.34367487,0.14233683,-0.4398516,-0.8363793,1.0649635,-0.29757524,1.2597061,-0.04044068,-0.7582941,0.4383621
-0.014921911,0.21057941,0.6635862,-1.4411124,0.1202307,-0.5297077,1.2716814,0.008171156,0.02139002,0.043097034
0.10735949,0.46032482,-0.4953643,-0.46220985,1.574643,-0.20601766,1.8221229,0.3219443,-0.118543416,0.62461996
0.38435125,0.6331871,0.5164427,-1.7841476,0.9272835,-0.4987447,1.0693119,0.4154265,0.19074285,-0.08473572
0.3800576,0.3710732,0.029300869,-0.723623,1.1600922,-0.7717834,1.2493231,-0.5803659,-0.26296186,0.844175
0.6248813,0.56535167,-0.54385346,-0.9815818,2.1570632,-0.4509549,0.7186468,0.25354826,-0.46974653,-0.2599511
0.88997597,0.14650474,-0.6875726,0.060150057,1.3850944,-0.7253442,1.0681032,0.35742933,-0.5911278,0.38789257
-3.471137,-0.25547117,0.64780486,-1.7105113,0.5962862,0.8019695,-0.47922027,-0.15334016,-1.67961,-0.77381253
-0.18317845,0.5633317,0.47406328,-0.45210263,1.2199906,-0.8195528,1.1869528,1.0014937,0.72067016,0.13164167
1.0045333,0.781685,-0.6446317,0.30653927,1.094156,-0.86912495,1.1199011,0.20950843,1.7187762,0.2757732
0.6339208,1.0970076,0.1816394,-0.9099173,0.9992191,-0.33531412,1.3383908,-0.5043872,-1.0588186,0.45160952
0.5473803,0.6045244,-0.22422129,-1.2549151,0.88811135,-0.47087884,1.3367103,-0.013495207,-1.0703402,-0.86712813
